strain,fluorescence,intensity,stress
yoaI,cfp,4459.9604,no_mg
yoaI,cfp,4461.4907,no_mg
yoaI,cfp,4471.73,no_mg
yoaI,cfp,4472.4536,no_mg
yoaI,cfp,4487.694,no_mg
yoaI,cfp,4490.5205,no_mg
yoaI,cfp,4497.611,no_mg
yoaI,cfp,4500.4546,no_mg
yoaI,cfp,4500.482,no_mg
yoaI,cfp,4513.826,no_mg
yoaI,cfp,4526.773,no_mg
yoaI,cfp,4527.3784,no_mg
yoaI,cfp,4527.84,no_mg
yoaI,cfp,4527.887,no_mg
yoaI,cfp,4535.106,no_mg
yoaI,cfp,4540.319,no_mg
yoaI,cfp,4548.8203,no_mg
yoaI,cfp,4561.2515,no_mg
yoaI,cfp,4563.7534,no_mg
yoaI,cfp,4601.195,no_mg
yoaI,cfp,4602.138,no_mg
yoaI,cfp,4602.5737,no_mg
yoaI,cfp,4606.8994,no_mg
yoaI,cfp,4609.1396,no_mg
yoaI,cfp,4626.562,no_mg
yoaI,cfp,4638.039,no_mg
yoaI,cfp,4639.468,no_mg
yoaI,cfp,4639.5854,no_mg
yoaI,cfp,4640.3647,no_mg
yoaI,cfp,4647.212,no_mg
yoaI,cfp,4657.9243,no_mg
yoaI,cfp,4693.4,no_mg
yoaI,cfp,4697.3784,no_mg
yoaI,cfp,4723.988,no_mg
yoaI,cfp,4727.2827,no_mg
yoaI,cfp,4734.7485,no_mg
yoaI,cfp,4746.38,no_mg
yoaI,cfp,4747.354,no_mg
yoaI,cfp,4747.374,no_mg
yoaI,cfp,4752.432,no_mg
yoaI,cfp,4754.063,no_mg
yoaI,cfp,4767.0396,no_mg
yoaI,cfp,4768.128,no_mg
yoaI,cfp,4769.2285,no_mg
yoaI,cfp,4778.006,no_mg
yoaI,cfp,4784.8306,no_mg
yoaI,cfp,4792.3315,no_mg
yoaI,cfp,4801.297,no_mg
yoaI,cfp,4816.7954,no_mg
yoaI,cfp,4817.067,no_mg
yoaI,cfp,4820.0737,no_mg
yoaI,cfp,4824.1016,no_mg
yoaI,cfp,4827.6196,no_mg
yoaI,cfp,4828.381,no_mg
yoaI,cfp,4830.1987,no_mg
yoaI,cfp,4830.9263,no_mg
yoaI,cfp,4832.5513,no_mg
yoaI,cfp,4834.715,no_mg
yoaI,cfp,4840.025,no_mg
yoaI,cfp,4844.5156,no_mg
yoaI,cfp,4850.6963,no_mg
yoaI,cfp,4851.474,no_mg
yoaI,cfp,4855.5156,no_mg
yoaI,cfp,4873.019,no_mg
yoaI,cfp,4873.6587,no_mg
yoaI,cfp,4880.1445,no_mg
yoaI,cfp,4883.2085,no_mg
yoaI,cfp,4889.9624,no_mg
yoaI,cfp,4890.5137,no_mg
yoaI,cfp,4893.27,no_mg
yoaI,cfp,4902.1772,no_mg
yoaI,cfp,4903.6904,no_mg
yoaI,cfp,4932.2837,no_mg
yoaI,cfp,4942.8,no_mg
yoaI,cfp,4951.013,no_mg
yoaI,cfp,4968.2715,no_mg
yoaI,cfp,4969.4,no_mg
yoaI,cfp,4970.6333,no_mg
yoaI,cfp,4971.269,no_mg
yoaI,cfp,4977.9927,no_mg
yoaI,cfp,4978.5103,no_mg
yoaI,cfp,4979.221,no_mg
yoaI,cfp,4985.943,no_mg
yoaI,cfp,4988.971,no_mg
yoaI,cfp,4991.6567,no_mg
yoaI,cfp,5001.01,no_mg
yoaI,cfp,5005.623,no_mg
yoaI,cfp,5007.1143,no_mg
yoaI,cfp,5010.3643,no_mg
yoaI,cfp,5014.521,no_mg
yoaI,cfp,5016.1714,no_mg
yoaI,cfp,5043.1577,no_mg
yoaI,cfp,5043.313,no_mg
yoaI,cfp,5046.7344,no_mg
yoaI,cfp,5049.2466,no_mg
yoaI,cfp,5060.2324,no_mg
yoaI,cfp,5072.313,no_mg
yoaI,cfp,5079.5483,no_mg
yoaI,cfp,5086.0137,no_mg
yoaI,cfp,5086.8677,no_mg
yoaI,cfp,5089.837,no_mg
yoaI,cfp,5090.145,no_mg
yoaI,cfp,5095.7876,no_mg
yoaI,cfp,5096.888,no_mg
yoaI,cfp,5103,no_mg
yoaI,cfp,5112.09,no_mg
yoaI,cfp,5115.326,no_mg
yoaI,cfp,5123.408,no_mg
yoaI,cfp,5131.4873,no_mg
yoaI,cfp,5138.0615,no_mg
yoaI,cfp,5148.9253,no_mg
yoaI,cfp,5151.5977,no_mg
yoaI,cfp,5156.0337,no_mg
yoaI,cfp,5156.924,no_mg
yoaI,cfp,5159.6504,no_mg
yoaI,cfp,5167.9204,no_mg
yoaI,cfp,5169.3604,no_mg
yoaI,cfp,5171.29,no_mg
yoaI,cfp,5178.0537,no_mg
yoaI,cfp,5185.7207,no_mg
yoaI,cfp,5185.945,no_mg
yoaI,cfp,5187.6426,no_mg
yoaI,cfp,5190.229,no_mg
yoaI,cfp,5190.2344,no_mg
yoaI,cfp,5192.0825,no_mg
yoaI,cfp,5194.9077,no_mg
yoaI,cfp,5212.636,no_mg
yoaI,cfp,5220.4346,no_mg
yoaI,cfp,5223.8027,no_mg
yoaI,cfp,5248.5493,no_mg
yoaI,cfp,5252.433,no_mg
yoaI,cfp,5257.0337,no_mg
yoaI,cfp,5271.88,no_mg
yoaI,cfp,5299.4644,no_mg
yoaI,cfp,5313.345,no_mg
yoaI,cfp,5313.692,no_mg
yoaI,cfp,5340.167,no_mg
yoaI,cfp,5346.335,no_mg
yoaI,cfp,5346.629,no_mg
yoaI,cfp,5352.369,no_mg
yoaI,cfp,5367.0464,no_mg
yoaI,cfp,5368.0977,no_mg
yoaI,cfp,5368.1875,no_mg
yoaI,cfp,5374.263,no_mg
yoaI,cfp,5393.461,no_mg
yoaI,cfp,5398.673,no_mg
yoaI,cfp,5401.463,no_mg
yoaI,cfp,5401.4746,no_mg
yoaI,cfp,5403.7124,no_mg
yoaI,cfp,5405.825,no_mg
yoaI,cfp,5411.191,no_mg
yoaI,cfp,5413.126,no_mg
yoaI,cfp,5417.459,no_mg
yoaI,cfp,5430.8086,no_mg
yoaI,cfp,5431.9917,no_mg
yoaI,cfp,5435.943,no_mg
yoaI,cfp,5449.976,no_mg
yoaI,cfp,5453.139,no_mg
yoaI,cfp,5466.5083,no_mg
yoaI,cfp,5484.8813,no_mg
yoaI,cfp,5496.1973,no_mg
yoaI,cfp,5497.613,no_mg
yoaI,cfp,5502.4497,no_mg
yoaI,cfp,5524.7656,no_mg
yoaI,cfp,5525.335,no_mg
yoaI,cfp,5527.7637,no_mg
yoaI,cfp,5539.863,no_mg
yoaI,cfp,5555.2593,no_mg
yoaI,cfp,5557.562,no_mg
yoaI,cfp,5561.797,no_mg
yoaI,cfp,5565.351,no_mg
yoaI,cfp,5576.198,no_mg
yoaI,cfp,5576.2583,no_mg
yoaI,cfp,5594.404,no_mg
yoaI,cfp,5595.409,no_mg
yoaI,cfp,5595.689,no_mg
yoaI,cfp,5602.6147,no_mg
yoaI,cfp,5612.7837,no_mg
yoaI,cfp,5614.7563,no_mg
yoaI,cfp,5618.8013,no_mg
yoaI,cfp,5645.56,no_mg
yoaI,cfp,5646.2637,no_mg
yoaI,cfp,5659.438,no_mg
yoaI,cfp,5664.716,no_mg
yoaI,cfp,5687.645,no_mg
yoaI,cfp,5689.3105,no_mg
yoaI,cfp,5691.1333,no_mg
yoaI,cfp,5696.671,no_mg
yoaI,cfp,5698.313,no_mg
yoaI,cfp,5701.9883,no_mg
yoaI,cfp,5717.822,no_mg
yoaI,cfp,5722.1514,no_mg
yoaI,cfp,5742.346,no_mg
yoaI,cfp,5744.0796,no_mg
yoaI,cfp,5746,no_mg
yoaI,cfp,5779.7686,no_mg
yoaI,cfp,5781.2817,no_mg
yoaI,cfp,5792.148,no_mg
yoaI,cfp,5793.2705,no_mg
yoaI,cfp,5797.7637,no_mg
yoaI,cfp,5802.8867,no_mg
yoaI,cfp,5813.7534,no_mg
yoaI,cfp,5845.4014,no_mg
yoaI,cfp,5849.3276,no_mg
yoaI,cfp,5855.2397,no_mg
yoaI,cfp,5856.4062,no_mg
yoaI,cfp,5863.8887,no_mg
yoaI,cfp,5874.5796,no_mg
yoaI,cfp,5878.933,no_mg
yoaI,cfp,5891.7197,no_mg
yoaI,cfp,5898.962,no_mg
yoaI,cfp,5902.987,no_mg
yoaI,cfp,5907.7417,no_mg
yoaI,cfp,5911.096,no_mg
yoaI,cfp,5918.4263,no_mg
yoaI,cfp,5935.3813,no_mg
yoaI,cfp,5938.23,no_mg
yoaI,cfp,5963.101,no_mg
yoaI,cfp,5969.675,no_mg
yoaI,cfp,5970.96,no_mg
yoaI,cfp,5979.3926,no_mg
yoaI,cfp,5980.2754,no_mg
yoaI,cfp,5984.7456,no_mg
yoaI,cfp,6001.712,no_mg
yoaI,cfp,6013.991,no_mg
yoaI,cfp,6045.7295,no_mg
yoaI,cfp,6049.1196,no_mg
yoaI,cfp,6053.8813,no_mg
yoaI,cfp,6058.172,no_mg
yoaI,cfp,6072.159,no_mg
yoaI,cfp,6112,no_mg
yoaI,cfp,6115.8696,no_mg
yoaI,cfp,6143.2515,no_mg
yoaI,cfp,6149.9443,no_mg
yoaI,cfp,6172.708,no_mg
yoaI,cfp,6180.282,no_mg
yoaI,cfp,6201.3335,no_mg
yoaI,cfp,6204.0054,no_mg
yoaI,cfp,6214.972,no_mg
yoaI,cfp,6257.459,no_mg
yoaI,cfp,6260.165,no_mg
yoaI,cfp,6269.5845,no_mg
yoaI,cfp,6275.2637,no_mg
yoaI,cfp,6284.961,no_mg
yoaI,cfp,6301.661,no_mg
yoaI,cfp,6310.629,no_mg
yoaI,cfp,6312.3335,no_mg
yoaI,cfp,6315.745,no_mg
yoaI,cfp,6316.3237,no_mg
yoaI,cfp,6321.818,no_mg
yoaI,cfp,6327.194,no_mg
yoaI,cfp,6372.8335,no_mg
yoaI,cfp,6394.0884,no_mg
yoaI,cfp,6471.761,no_mg
yoaI,cfp,6504.763,no_mg
yoaI,cfp,6505.5293,no_mg
yoaI,cfp,6509.898,no_mg
yoaI,cfp,6519.512,no_mg
yoaI,cfp,6523.226,no_mg
yoaI,cfp,6546.76,no_mg
yoaI,cfp,6611.1646,no_mg
yoaI,cfp,6632.451,no_mg
yoaI,cfp,6634.0527,no_mg
yoaI,cfp,6722.8154,no_mg
yoaI,cfp,6731.591,no_mg
yoaI,cfp,6740.4556,no_mg
yoaI,cfp,6750.6104,no_mg
yoaI,cfp,6773.2197,no_mg
yoaI,cfp,6808.5576,no_mg
yoaI,cfp,6837.4937,no_mg
yoaI,cfp,6846.4683,no_mg
yoaI,cfp,6860.576,no_mg
yoaI,cfp,6909.2334,no_mg
yoaI,cfp,6912.982,no_mg
yoaI,cfp,6914.115,no_mg
yoaI,cfp,6920.417,no_mg
yoaI,cfp,6940.009,no_mg
yoaI,cfp,6965.6577,no_mg
yoaI,cfp,7005.6216,no_mg
yoaI,cfp,7013.406,no_mg
yoaI,cfp,7020.3174,no_mg
yoaI,cfp,7052.461,no_mg
yoaI,cfp,7062.354,no_mg
yoaI,cfp,7081.478,no_mg
yoaI,cfp,7092.1885,no_mg
yoaI,cfp,7138.7456,no_mg
yoaI,cfp,7160.115,no_mg
yoaI,cfp,7169.7256,no_mg
yoaI,cfp,7180.0044,no_mg
yoaI,cfp,7232.1055,no_mg
yoaI,cfp,7347.529,no_mg
yoaI,cfp,7350.916,no_mg
yoaI,cfp,7355.852,no_mg
yoaI,cfp,7368.236,no_mg
yoaI,cfp,7370.4395,no_mg
yoaI,cfp,7406.973,no_mg
yoaI,cfp,7442,no_mg
yoaI,cfp,7444.431,no_mg
yoaI,cfp,7504.2197,no_mg
yoaI,cfp,7575.484,no_mg
yoaI,cfp,7611.024,no_mg
yoaI,cfp,7737.07,no_mg
yoaI,cfp,7797.1875,no_mg
yoaI,cfp,7934.623,no_mg
yoaI,cfp,8110.792,no_mg
yoaI,cfp,8204.264,no_mg
yoaI,cfp,8350.7295,no_mg
