strain,fluorescence,stress,type
∆yoaI∆envZ,845.2353,low_phos,Phos
∆yoaI∆envZ,852.4343,low_phos,Phos
∆yoaI∆envZ,1129.7222,low_phos,Phos
∆yoaI∆envZ,864.275,low_phos,Phos
∆yoaI∆envZ,1541.8,low_phos,Phos
∆yoaI∆envZ,543.4868,low_phos,Phos
∆yoaI∆envZ,591,low_phos,Phos
∆yoaI∆envZ,604.1857,low_phos,Phos
∆yoaI∆envZ,889.0921,low_phos,Phos
∆yoaI∆envZ,668.9524,low_phos,Phos
∆yoaI∆envZ,844.2371,low_phos,Phos
∆yoaI∆envZ,564.4805,low_phos,Phos
∆yoaI∆envZ,664.6286,low_phos,Phos
∆yoaI∆envZ,876.4776,low_phos,Phos
∆yoaI∆envZ,904.7475,low_phos,Phos
∆yoaI∆envZ,679.02,low_phos,Phos
∆yoaI∆envZ,957.01587,low_phos,Phos
∆yoaI∆envZ,674.4697,low_phos,Phos
∆yoaI∆envZ,856.3495,low_phos,Phos
∆yoaI∆envZ,847.3108,low_phos,Phos
∆yoaI∆envZ,671.402,low_phos,Phos
∆yoaI∆envZ,1140.4714,low_phos,Phos
∆yoaI∆envZ,1265.595,low_phos,Phos
∆yoaI∆envZ,951.0405,low_phos,Phos
∆yoaI∆envZ,832.3579,low_phos,Phos
∆yoaI∆envZ,926.6076,low_phos,Phos
∆yoaI∆envZ,542.25,low_phos,Phos
∆yoaI∆envZ,788.17444,low_phos,Phos
∆yoaI∆envZ,1194.395,low_phos,Phos
∆yoaI∆envZ,903.8,low_phos,Phos
∆yoaI∆envZ,989.1975,low_phos,Phos
∆yoaI∆envZ,539.7231,low_phos,Phos
∆yoaI∆envZ,668.37933,low_phos,Phos
∆yoaI∆envZ,1000.2593,low_phos,Phos
∆yoaI∆envZ,664.33734,low_phos,Phos
∆yoaI∆envZ,942.73846,low_phos,Phos
∆yoaI∆envZ,1875.0135,low_phos,Phos
∆yoaI∆envZ,662,low_phos,Phos
∆yoaI∆envZ,928.5357,low_phos,Phos
∆yoaI∆envZ,661.9888,low_phos,Phos
∆yoaI∆envZ,673.2371,low_phos,Phos
∆yoaI∆envZ,662.1184,low_phos,Phos
∆yoaI∆envZ,865.012,low_phos,Phos
∆yoaI∆envZ,546.69135,low_phos,Phos
∆yoaI∆envZ,564,low_phos,Phos
∆yoaI∆envZ,668.71606,low_phos,Phos
∆yoaI∆envZ,908.42645,low_phos,Phos
∆yoaI∆envZ,1183.2826,low_phos,Phos
∆yoaI∆envZ,1212.7848,low_phos,Phos
∆yoaI∆envZ,954.12,low_phos,Phos
∆yoaI∆envZ,987.2439,low_phos,Phos
∆yoaI∆envZ,880.4415,low_phos,Phos
∆yoaI∆envZ,1493.3478,low_phos,Phos
∆yoaI∆envZ,1268.2593,low_phos,Phos
∆yoaI∆envZ,665.4557,low_phos,Phos
∆yoaI∆envZ,1151.183,low_phos,Phos
∆yoaI∆envZ,683.5679,low_phos,Phos
∆yoaI∆envZ,603.0284,low_phos,Phos
